tconst,primaryTitle
tt0223391,Grandma and Her Ghosts
tt0223992,Rashi: A Light After the Dark Ages
tt0224087,Shalom Pharao
tt0225346,Cartoon Noir
tt0226851,Slipdream
tt0228687,Greedy Guts
tt0229557,Manuelita
tt0229664,Princes and Princesses
tt0230011,Atlantis: The Lost Empire
tt0233001,¡Qué vecinos tan animales!
tt0233691,Faeries
tt0234458,Pettson & Findus - Katten och gubbens år
tt0235679,Pokémon 3 the Movie: Spell of the Unown
tt0237400,Legend of Crystania: The Motion Picture
tt0237622,Pumuckl und sein Zirkusabenteuer
tt0237687,Sakura Wars: The Movie
tt0239096,The Humpbacked Horse
tt0239634,Mickey Mouse Jubilee Show
tt0239657,"Money, a Mythology of Darkness"
tt0240425,Comet in Moominland
tt0241436,Fantastic Animation Festival
tt0242599,The Legend of the North Wind
tt0242851,Sarah and the Squirrel
tt0243017,Waking Life
tt0243558,Revolutionary Girl Utena: The Movie
tt0243585,Stuart Little 2
tt0245429,Spirited Away
tt0245655,Robot Taekwon V
tt0247061,Hidden Whisper
tt0250406,Six God Combination God Mars: The Movie
tt0253761,Tales from a Flying Trunk
tt0253848,Tubby the Tuba
tt0254950,A.Li.Ce
tt0254957,The Princess and the River
tt0258050,Prop and Berta
tt0258059,Punky Brewster: More for Your Punky
tt0258438,The Baby Smurf
tt0259134,Corto Maltese: Secret Court of the Arcanes
tt0259308,Felix the Cat: The Movie
tt0259534,Ramayana: The Legend of Prince Rama
tt0259929,Christmas Carol: The Movie
tt0259974,Digimon: The Movie
tt0262264,Lotus Lantern
tt0263971,The Scarecrow
tt0264837,Visiting Marco
tt0264872,Days of Rage: A Requiem for Europe
tt0265018,Ah! My Goddess: The Movie
tt0265632,Recess: School's Out
tt0266462,Det var en gang
tt0266543,Finding Nemo
tt0267024,Thru the Moebius Strip
tt0268282,The Elm-Chanted Forest
tt0268380,Ice Age
tt0268397,Jimmy Neutron: Boy Genius
tt0268531,Pettson och Findus - Kattonauten
tt0269112,"Corazón, las alegrías de Pantriste"
tt0269358,"Ico, the Brave Horse"
tt0270933,Escaflowne: The Movie
tt0271042,"Pluk, naufragé de l'espace"
tt0271263,Eight Crazy Nights
tt0271719,Los pintin al rescate
tt0272101,Gallavants
tt0272183,Madeline: Lost in Paris
tt0272226,Oliver Twist
tt0273772,Don't Make Trouble!
tt0274348,As Aventuras da Turma da Mônica
tt0274470,Dot and the Kangaroo
tt0274681,Mônica e a Sereia do Rio
tt0274919,A szalmabábuk lázadása
tt0275277,Cowboy Bebop: The Movie
tt0275847,Lilo & Stitch
tt0275876,10 + 2: The Great Secret
tt0276226,The Island of the Crab
tt0276265,El ladrón de sueños
tt0276319,"Marco Antonio, rescate en Hong Kong"
tt0277909,Mutant Aliens
tt0278789,The Ugly Duckling
tt0280030,Peter Pan 2: Return to Never Land
tt0280371,Treasure Island
tt0280573,Corrections
tt0282120,The Wild Thornberrys
tt0282708,"Max, Sally and the Magic Phone"
tt0283107,Mr Rossi's Vacation
