tconst,primaryTitle
tt0070427,Das Mädchen von Hongkong
tt0070438,The Neptune Factor
tt0070439,Unbelievable Adventures of Italians in Russia
tt0070520,Pavlos Melas
tt0070608,Robin Hood
tt0070631,Santo vs. Doctor Death
tt0070642,"Peg Leg, Musket & Sabre"
tt0070679,Shaft in Africa
tt0070695,Sinbad and the Caliph of Baghdad
tt0070754,Superman
tt0070775,Tarzan in King Solomon's Mines
tt0070804,The Timber Tramps
tt0070814,Tom Sawyer
tt0070823,Trader Horn
tt0070832,Three Wishes for Cinderella
tt0070846,A törökfejes kopja
tt0070865,Man in the Trunk
tt0070880,The Villains
tt0070894,W pustyni i w puszczy
tt0070948,Zardoz
tt0071089,99 and 44/100% Dead!
tt0071090,A forza di sberle
tt0071104,The Adventures of Frontier Fremont
tt0071206,Benji
tt0071214,Sadsacks Go to War
tt0071252,Dragons Die Hard
tt0071256,The Ghost Galleon
tt0071276,Captain Kronos: Vampire Hunter
tt0071281,Carry on Dick
tt0071283,The House in the South
tt0071303,Chanoc en el foso de las serpientes
tt0071318,Chosen Survivors
tt0071386,Dakota
tt0071389,All Men Are Brothers
tt0071411,Dersu Uzala
tt0071415,Devil's Possessed
tt0071420,Dick Turpin
tt0071422,"Kilma, Queen of the Jungle"
tt0071438,The Dove
tt0071447,A dunai hajós
tt0071448,Dunderklumpen!
tt0071474,Esupai
tt0071545,Georgiy Sedov
tt0071558,Red Coat
tt0071565,Godzilla vs. Mechagodzilla
tt0071566,Gold
tt0071569,The Golden Voyage of Sinbad
tt0071598,Harry and Tonto
tt0071615,The Holy Mountain
tt0071634,Huckleberry Finn
tt0071665,Hungry Young Women
tt0071671,The Island at the Top of the World
tt0071689,Janosik
tt0071695,Lone Wolf and Cub: White Heaven in Hell
tt0071720,Kit & Co.
tt0071755,Lieverdjes uit Amsterdam
tt0071764,Love and Rage
tt0071801,"Malteses, burgueses e às vezes..."
tt0071807,The Man with the Golden Gun
tt0071845,Miracles Still Happen
tt0071853,Monty Python and the Holy Grail
tt0071887,Na Cha the Great
tt0071899,The Immortals
tt0071927,Novios de la muerte
tt0071957,Teens in the Universe
tt0071981,A Pendragon legenda
tt0072004,A Thousand and One Nights
tt0072012,Turn the Other Cheek
tt0072021,The Deluge
tt0072052,The Four Charlots Musketeers
tt0072055,This Time I'll Make You Rich
tt0072085,Challenge to White Fang
tt0072087,Rivals of Kung Fu
tt0072090,Robin Hood nunca muere
tt0072114,The Savage Is Loose
tt0072187,Solomon King
tt0072190,Sonar Kella
tt0072199,The Spots on My Leopard
tt0072209,Stone
tt0072231,"At Home Among Strangers, a Stranger Among His Own"
tt0072233,Swallows and Amazons
tt0072256,Tarzan and the Kawana Treasure
tt0072281,The Three Musketeers
tt0072300,Together Brothers
tt0072303,Deadly Jaws
tt0072316,The Three Wise Men
tt0072336,Ulzana
tt0072344,Der Untergang der Emma
tt0072375,Visit to a Chief's Son
tt0072389,Warhead
tt0072403,The White Dawn
tt0072436,Zanna Bianca alla riscossa
tt0072448,Zorro
tt0072610,The Adventures of the Wilderness Family
tt0072614,Africa Express
tt0072615,Against a Crooked Sky
tt0072620,Alarm in the Delta
tt0072663,Assault on Agathon
tt0072680,Ballagó idö
tt0072684,Barry Lyndon
tt0072693,The Outsider
tt0072699,"The White, the Yellow, and the Black"
tt0072705,Bite the Bullet
tt0072706,The Black Bird
tt0072737,Breakout
tt0072759,The Candy Tangerine Man
tt0072872,Princess Chang Ping
tt0072886,Doc Savage: The Man of Bronze
tt0072901,The Twelve Tasks of Asterix
tt0072946,The Erotic Adventures of Robinson Crusoe
tt0072951,Escape to Witch Mountain
tt0073012,The Four Musketeers: Milady's Revenge
tt0073014,Foxtrot
tt0073031,Devil's Express
tt0073069,The Great Adventure
tt0073075,The Great Waldo Pepper
tt0073110,Los hijos de Scaramouche
tt0073113,The Hindenburg
tt0073195,Jaws
tt0073242,"Kilma, reina de las amazonas"
tt0073244,"King Arthur, the Young Warlord"
tt0073260,The Land That Time Forgot
tt0073261,Land of No Return
tt0073289,The Book of Good Love 2
tt0073323,The Legend of Sea Wolf
tt0073326,Marco Polo
tt0073338,Night of the Howling Beast
tt0073341,The Man Who Would Be King
tt0073343,The Man from Hong Kong
tt0073359,Maten al león
tt0073373,Terror of Mechagodzilla
tt0073419,The Romanian Musketeer
tt0073433,Na yasnyy ogon
tt0073443,Nenavist
tt0073461,Night of the Seagulls
tt0073505,Pacific Challenge
tt0073511,Paper Tiger
tt0073583,Propavshaya ekspeditsiya
tt0073600,Race with the Devil
tt0073604,Rana: The Legend of Shadow Lake
tt0073621,Return of the Chinese Boxer
tt0073622,Return of the 18 Bronzemen
tt0073636,Rooster Cogburn
tt0073637,Rosebud
tt0073639,Royal Flash
tt0073663,Lovers Like Us
tt0073686,Seven Alone
tt0073691,Tarzoon: Shame of the Jungle
tt0073695,Sharks' Treasure
tt0073707,Sholay
tt0073716,Sixpack Annie
tt0073726,Il soldato di ventura
tt0073775,The Swiss Family Robinson
tt0073801,The Thirsty Dead
tt0073804,Super Stooges vs the Wonder Women
tt0073811,Tôkyô-wan enjô
tt0073814,Trapito
tt0073817,Swept Away
tt0073865,Virgin Cowboy
tt0073872,Vkus khalvy
tt0073873,Vozdukhoplavatel
tt0073901,The Wilby Conspiracy
tt0073906,The Wind and the Lion
tt0073917,"Storia di arcieri, pugni e occhi neri"
tt0073936,The Three Superguys
tt0074080,'Gator Bait
tt0074101,Who's Afraid of Zorro
tt0074108,The Night of the Askari
tt0074117,Las alimañas
tt0074148,Ape
tt0074157,At the Earth's Core
tt0074159,Atraco en la jungla
tt0074166,La aventura explosiva
tt0074212,The Black Pearl
tt0074224,Bloody Struggle
tt0074225,The Blue Bird
tt0074299,Challenge to Be Free
tt0074302,The Three Superboys in the Snow
tt0074315,The Lion Who Thought He Was People
tt0074349,The Black Corsair
tt0074385,Deathcheaters
tt0074409,A Dirty Knight's Work
tt0074442,Crime Busters
tt0074450,International Assassin
tt0074452,The Eagle Has Landed
tt0074466,Eliza Fraser
tt0074492,Escape from Angola
tt0074504,The Treasure of Jamaica Reef
tt0074530,La figliastra (Storia di corna e di passione)
tt0074540,The Food of the Gods
tt0074548,Love Camp
tt0074570,Get Mean
tt0074593,Grizzly
tt0074705,Jack and the Beanstalk
tt0074751,King Kong
tt0074755,The Phantom on Horseback
tt0074784,Legenda o Tile
tt0074794,The Light on the Gallows
tt0074797,The Life and Times of Grizzly Adams
tt0074812,Logan's Run
